airport,day_start,day_end,min_start,min_end,n_flights,capacity_reduction_mean
LPPT,52,52,680,820,19,0.2506393861892583
LPPT,52,52,980,1120,75,0.2777777777777778
LPPT,52,52,1240,1320,21,0.0611045828437133
LPPT,53,53,980,1160,23,0.4213438735177865
LPPT,53,53,380,505,14,0.4202898550724637
LPPT,54,54,1240,1320,37,0.2862318840579709
LPPT,53,53,540,640,24,0.4554865424430642
LPPT,54,54,680,960,79,-0.1286381602587136
LPPT,54,54,360,480,54,0.2572960095294818
LPPT,53,53,660,800,23,0.8217391304347825
LPPT,44,44,1200,1350,63,0.323671497584541
LPPT,42,42,590,710,19,0.4782608695652174
LPPT,42,42,940,1060,66,0.3864734299516908
LPPT,42,42,1060,1125,66,0.3864734299516908
LPPT,54,54,609,652,4,0.5108695652173914
LPPT,42,42,710,810,31,0.0754475703324807
LPPT,42,42,810,905,66,0.3864734299516908
LPPT,42,42,1380,1420,31,0.1702127659574468
LPPT,44,44,990,1140,63,0.323671497584541
LPPT,44,44,720,780,56,0.3534161490683229
LPPT,44,44,1350,1420,8,0.0483091787439613
LPPT,44,44,360,540,43,0.117456197274497
LPPT,42,42,360,520,13,0.5262368815592204
LPPT,44,44,780,840,56,0.3534161490683229
LPPT,44,44,600,720,7,0.6708074534161491
LPPT,42,42,1320,1380,31,0.1702127659574468
LPPT,42,42,1240,1320,31,0.1702127659574468
LPPT,44,44,1140,1200,63,0.323671497584541
LPPT,42,42,560,590,2,0.2717391304347826
LPPT,44,44,840,960,56,0.3534161490683229
LPPT,44,44,540,600,43,0.117456197274497
LPPT,42,42,905,940,66,0.3864734299516908
LSZH,35,35,1140,1260,15,0.5844594594594594
LSZH,35,35,480,540,84,0.4128260869565217
LSZH,35,35,800,920,96,0.1647727272727273
LSZH,35,35,540,600,84,0.4128260869565217
LSZH,46,46,820,900,98,0.5044573643410852
LSZH,34,34,540,600,37,0.3666666666666667
LSZH,34,34,801,960,129,0.523538961038961
LSZH,55,55,480,540,41,0.5270547945205479
LSZH,34,34,1075,1320,129,0.523538961038961
LSZH,55,55,540,600,41,0.5270547945205479
LSZH,34,34,780,801,129,0.523538961038961
LSZH,34,34,1020,1075,129,0.523538961038961
LSZH,34,34,480,540,37,0.3666666666666667
LSZH,55,55,345,420,29,0.6808333333333334
LSZH,34,34,960,1020,129,0.523538961038961
LSZH,47,47,480,540,52,0.1995967741935484
LSZH,47,47,540,600,52,0.1995967741935484
LSZH,36,36,810,900,14,0.3367647058823529
LSZH,47,47,600,620,52,0.1995967741935484
LSZH,36,36,480,540,37,0.2540816326530611
LSZH,36,36,540,600,37,0.2540816326530611
LSZH,36,36,1200,1280,7,0.6823529411764706
LSZH,38,38,780,840,150,0.190128205128205
LSZH,38,38,920,1140,150,0.190128205128205
LSZH,38,38,520,680,28,0.6453125
LSZH,38,38,840,920,150,0.190128205128205
LSZH,38,38,1140,1290,150,0.190128205128205
LSZH,37,37,380,420,19,0.278125
LSZH,37,37,460,490,50,0.5383333333333333
LSZH,37,37,340,380,19,0.278125
LSZH,38,38,480,520,28,0.6453125
LSZH,37,37,490,640,50,0.5383333333333333
LSZH,38,38,320,440,51,0.1657894736842104
LSZH,48,48,480,540,82,0.1483490566037735
LSZH,48,48,600,640,82,0.1483490566037735
LSZH,48,48,540,600,82,0.1483490566037735
LSZH,56,56,820,940,37,0.369811320754717
LSZH,56,56,345,420,30,0.2483333333333333
LSZH,29,29,345,420,21,0.3619565217391304
LSZH,30,30,1140,1260,39,0.2755434782608695
LSZH,49,49,540,600,56,0.1240506329113923
LSZH,39,39,480,700,103,-0.2082061068702289
LSZH,39,39,780,1000,59,0.0433823529411764
LSZH,39,39,1140,1180,15,0.5441666666666667
LSZH,49,49,480,540,56,0.1240506329113923
LSZH,49,49,600,620,56,0.1240506329113923
LSZH,30,30,540,600,46,0.3097222222222222
LSZH,30,30,480,540,46,0.3097222222222222
LSZH,49,49,820,880,77,0.2445
LSZH,51,51,480,540,27,0.4331395348837209
LSZH,50,50,800,880,26,0.4256944444444445
LSZH,50,50,540,600,66,0.5227528089887641
LSZH,50,50,480,540,66,0.5227528089887641
LSZH,51,51,540,600,27,0.4331395348837209
LSZH,40,40,870,1090,170,0.4261574074074074
LSZH,41,41,345,420,51,0.1851694915254237
LSZH,40,40,345,420,20,0.408695652173913
LSZH,41,41,780,1001,92,0.4910550458715595
LSZH,40,40,660,740,170,0.4261574074074074
LSZH,41,41,540,600,30,0.3511111111111111
LSZH,40,40,740,870,170,0.4261574074074074
LSZH,40,40,1090,1320,170,0.4261574074074074
LSZH,41,41,480,540,30,0.3511111111111111
LSZH,31,31,800,940,57,0.5258333333333334
LSZH,32,32,800,879,30,0.4386904761904762
LSZH,32,32,1120,1260,26,0.5280487804878049
LSZH,31,31,1101,1260,35,0.6459183673469389
LSZH,32,32,540,600,40,0.3512711864406779
LSZH,32,32,600,620,40,0.3512711864406779
LSZH,32,32,480,540,40,0.3512711864406779
LSZH,31,31,1020,1101,35,0.6459183673469389
LSZH,33,33,540,600,47,0.7347457627118643
LSZH,33,33,480,540,47,0.7347457627118643
LSZH,33,33,600,620,47,0.7347457627118643
LSZH,54,54,480,540,36,0.453125
LSZH,52,52,1140,1220,22,0.36328125
LSZH,54,54,820,960,112,0.0956140350877193
LSZH,53,53,480,540,27,0.5190789473684211
LSZH,54,54,540,600,36,0.453125
LSZH,54,54,600,620,36,0.453125
LSZH,53,53,540,580,27,0.5190789473684211
LSZH,53,53,820,900,59,-0.1265789473684209
LSZH,42,42,540,600,34,0.3268867924528302
LSZH,42,42,820,888,20,-0.0867647058823529
LSZH,44,44,480,540,47,0.4258333333333334
LSZH,44,44,540,600,47,0.4258333333333334
LSZH,44,44,600,620,47,0.4258333333333334
LSZH,44,44,820,920,24,-0.0804999999999999
LSZH,42,42,600,620,34,0.3268867924528302
LSZH,42,42,480,540,34,0.3268867924528302
LTFM,55,55,440,560,28,0.4316666666666666
LTFM,34,34,1140,1280,91,0.6571120689655172
LTFM,38,38,420,500,10,0.5444444444444445
LTFM,48,48,460,580,36,0.5410714285714285
LTFM,48,48,1140,1360,51,0.2904166666666666
LTFM,29,29,420,600,66,0.5557471264367816
LTFM,56,56,420,600,37,0.6143617021276595
LTFM,56,56,0,391,15,0.7463709677419355
LTFM,29,29,1140,1280,35,0.4696428571428571
LTFM,56,56,1140,1280,48,0.3831896551724137
LTFM,49,49,1140,1320,42,0.4922727272727273
LTFM,39,56,900,0,58,0.6224999999999999
LTFM,30,30,480,540,2,0.645
LTFM,49,49,420,540,25,0.3762820512820513
LTFM,30,30,1140,1260,34,0.4662499999999999
LTFM,49,49,840,1000,34,0.6104166666666666
LTFM,39,39,670,880,69,0.4533536585365853
LTFM,39,39,400,580,46,0.571875
LTFM,50,50,480,540,11,0.3041666666666667
LTFM,41,41,440,520,13,0.6659090909090909
LTFM,43,43,660,780,60,0.4713483146067416
LTFM,43,43,120,240,9,0.7384615384615385
LTFM,43,43,480,660,60,0.4713483146067416
LTFM,53,53,1140,1150,8,0.5333333333333333
LTFM,44,44,1200,1280,20,0.55
